uniqueID;Spec;Plotname;DBH;CBH1;CBH2;CD1;CD2;meanCD;State;SpecGroup;Height;realX;realY;realZ
BR01_84;PicAbi;BR01;18,1;1;8,8;4;3,5;3,75;alive;Coniferous;17,017;476754,232;5429082,238;257,483398
BR01_85;PicAbi;BR01;23,8;0,5;7,9;4,1;5,1;4,6;alive;Coniferous;19,808;476755,4298;5429085,182;257,428253
BR01_86;PicAbi;BR01;22,4;0,2;5,2;3,8;4,5;4,15;alive;Coniferous;19,721;476755,8578;5429087,552;257,178131
BR01_87;QuePet;BR01;5,4;5,4;5,4;4,3;5,2;4,75;alive;Broad-leaved;5,934239838;476753,6273;5429086,377;256,56
BR01_9;FagSyl;BR01;40;2;2;8,33;7,46;7,895;alive;Broad-leaved;27,307;476732,048;5429021,549;260,003571
BR01_90;PicAbi;BR01;17,3;0,3;11,5;4,4;3,6;4;alive;Coniferous;15,952;476762,6866;5429084,408;258,985718
BR01_91;FagSyl;BR01;8,2;7,4;7,4;2,4;3,6;3;alive;Broad-leaved;10,975;476763,7835;5429086,278;258,955597
BR01_92;FagSyl;BR01;6,2;3,2;3,2;2,4;3,5;2,95;alive;Broad-leaved;10,891;476764,3655;5429086,607;259,063507
BR01_93;FagSyl;BR01;6,1;6,1;6,1;3,2;2,5;2,85;alive;Broad-leaved;10,938;476765,046;5429086,837;259,111542
BR01_94;FagSyl;BR01;5,4;1,9;1,9;3,2;3;3,1;alive;Broad-leaved;7,837;476765,1738;5429088,049;259,067841
BR01_95;CarBet;BR01;7,3;6,4;6,4;2,5;3,1;2,8;alive;Broad-leaved;11,466;476764,0883;5429088,036;258,802094
BR01_96;FagSyl;BR01;4,2;2,3;4,6;3,4;3,7;3,55;alive;Broad-leaved;4,972910143;476759,7528;5429086,968;257,89
BR01_97;QuePet;BR01;12,4;5,5;8,3;3,2;3,3;3,25;alive;Broad-leaved;12,794;476761,9285;5429089,059;258,066711
BR01_98;FagSyl;BR01;12,7;4;4;6,4;6,7;6,55;alive;Broad-leaved;13,624;476759,4735;5429088,375;257,696655
BR01_99;QuePet;BR01;10,2;6,3;6,3;3,3;3,1;3,2;alive;Broad-leaved;12,527;476758,746;5429090,584;257,207245
